Episode,Cumulative Reward
1,-126.7183346958373
2,-44.25627674732904
3,-58.716390106908094
4,-53.17422204615802
5,-85.22852210702798
6,-84.12468532906047
7,16.291451380436868
8,-68.77590620067342
9,-66.08902586340142
10,235.38389024745052
11,86.36878476082595
12,230.37690491913844
13,45.34736747052395
14,230.03876971060896
15,226.1586233344882
16,258.66732222554134
17,192.4956495330092
18,240.98673508612984
19,97.73371812566404
20,245.20253420956442
21,-17.93309062643661
22,215.85503487767085
23,230.05356045858392
24,28.104495308229616
25,269.5103678266893
26,261.71794028235286
27,215.67475685622748
28,239.17071093234318
29,245.67196086375503
30,82.70575918513009
31,262.9807260519274
32,240.19848995042844
33,232.8740477548019
34,194.66145406433736
35,174.22296194341087
36,199.06285712298342
37,214.71006578106932
38,259.14835495457976
39,216.40387942669003
40,176.12861975465196
41,198.61262946541675
42,89.65790535208491
43,100.16337403210778
44,263.22161634164377
45,211.82866180124043
46,223.77428558193665
47,123.18538047604088
48,247.30691478877446
49,222.4938174354495
50,214.95250476264067
51,236.07513480390682
52,228.3754153827796
53,219.0478317049162
54,216.98811260723176
55,189.80878115374418
56,253.1082552561642
57,208.66036804165753
58,202.90796863214257
59,197.69463953758452
60,261.8021279392258
61,230.32478270484955
62,272.6892565939567
63,206.45946951703638
64,204.49013173440454
65,207.6940641701356
66,218.4276486924561
67,250.77506640300666
68,217.1049810098112
69,128.746791644315
70,212.44558830563034
71,261.5610315466021
72,201.77224157743325
73,258.0978514144008
74,234.2512085474116
75,207.87640918237892
76,233.07038887325297
77,264.8317285868494
78,227.7173015949436
79,117.60676243684092
80,214.31610491478943
81,248.42089859169596
82,209.68695262028393
83,238.28173513600603
84,205.14581314377256
85,242.83772141294736
86,222.44458203432907
87,131.64959205359753
88,244.71597275984792
89,240.62851574556453
90,118.58186093401844
91,236.82159660345764
92,209.06750917739873
93,259.5693874823138
94,196.16437611290615
95,255.83588544766226
96,236.73360221710186
97,133.6237514839885
98,268.871714091935
99,274.0410353446247
100,253.04793610367224
101,242.8015698938673
102,238.6241799050885
103,241.35729512737336
104,271.8551576107883
105,134.4658578197897
106,257.4185047053535
107,230.3719726430832
108,264.9102013127698
109,245.62264544407506
110,225.0424186504181
111,247.02692359258586
112,197.34094566694986
113,276.43144163969833
114,256.6567519559412
115,270.3444874137957
116,288.1023540211146
117,94.2003847206672
118,210.0133030664246
119,142.77634875035827
120,262.41294770488594
121,232.61320412599144
122,265.71456691435895
123,269.6600519313756
124,245.12301351723664
125,218.7932680665483
126,240.60806019254542
127,260.62807345652624
128,194.26750136950432
129,230.0087666333966
130,224.15183105944266
131,122.99682574977841
132,247.5316725484976
133,218.6211003493292
134,232.2362707641305
135,216.1968754140893
136,257.1734627487102
137,212.246597289889
138,226.49289172520838
139,290.7806164622215
140,285.5725200141485
141,274.7620780007414
142,275.1725662263446
143,233.4252161291528
144,264.36506189678556
145,252.282209660236
146,256.0835945919141
147,255.25313651564468
148,154.54978609043
149,237.01710318395192
150,250.33186024178727
151,239.3768512679754
152,234.23676327496372
153,264.65320986487615
154,272.77720578830974
155,208.55366531248274
156,251.5084632678449
157,217.36353194441784
158,200.03787824768756
159,260.3928665519102
160,233.07338279899562
161,217.38006543588892
162,237.58287588883388
163,221.6920850622386
164,262.7369072015417
165,282.3903410981409
166,223.49424889616415
167,149.94818492893742
168,220.38307991579057
169,243.27576619215037
