Episode,Cumulative Reward
1,-154.50089980001846
2,-49.81737500110059
3,-377.7635946643705
4,-192.044655104929
5,-238.61435300568337
6,-124.891619879215
7,-64.56507679605276
8,-335.3529844961272
9,-297.5234978790894
10,-58.87243118534925
11,-301.6052183332898
12,-109.2090810071202
13,-174.25627004770848
14,-75.58134512030253
15,43.699015201272495
16,-193.3916366518818
17,-127.85426316755422
18,-102.08628753595558
19,161.2186897735525
20,-137.94712339926878
21,-106.37161726910111
22,-59.03218059585975
23,-146.3722730892757
24,-109.59317510144449
25,-11.7589497997286
26,-115.54549885479929
27,-48.384943873591055
28,14.032363739172064
29,-11.859334380924333
30,26.6374366232765
31,-10.809547032090142
32,-45.71236489518352
33,-79.707947329289
34,-48.666823578684806
35,-143.36139641227496
36,169.30401373156354
37,-57.723670948991916
38,-109.83948575842005
39,-88.95878762779928
40,-91.69586499168767
41,-36.151972709251886
42,-97.99210551783139
43,-89.0680426829379
44,-126.01481451213523
45,-88.9541322967356
46,-53.2033603150877
47,-38.87962440525774
48,-124.10808318740132
49,-126.28799672427812
50,-74.9274846945825
51,-103.91464361318127
52,-103.98686250135556
53,-52.26571951207414
54,-108.15662191902183
55,-82.04488328752518
56,-38.4944853204972
57,-68.65428476067
58,-36.40992304028506
59,-74.73010801195642
60,-40.38010135006499
61,-41.61963975339933
62,-45.25575701649549
63,-33.9917330051781
64,-2.6502546181783284
65,-33.81379890092542
66,-54.95539722987796
67,-17.54043382015713
68,-79.12470515580935
69,155.34564650548734
70,-72.91990356533948
71,-9.148656399046189
72,-28.578207897799338
73,-147.179719551009
74,-33.30163775144322
75,-23.950707192833796
76,-15.948498123514554
77,-35.42789584278067
78,-35.181038577506996
79,-93.5490243675528
80,4.962162553014356
81,-66.87482286075146
82,-28.701451196047667
83,-58.26821177826136
84,-56.72336304811811
85,-73.02440004215825
86,13.360830160935494
87,-43.727346123144144
88,-18.256587840254323
89,-65.94106426549266
90,-28.12856066936517
91,-91.64559144286613
92,-35.83380619611934
93,-54.05106347643008
94,-9.933731076324701
95,-84.22338422440066
96,-48.80224432909354
97,-26.55331060295398
98,-61.63630623364074
99,-58.0066513496118
100,-55.86587125408478
101,-78.98354989242185
102,-19.682993306931444
103,-124.52306480879218
104,-18.110338432991973
105,-43.98636027514866
106,-18.46606312755868
107,-58.8798004123404
108,9.139945327386547
109,-62.03893933938046
110,-43.16522587125168
111,-17.138264126988098
112,-51.23983675800144
113,4.341180636742555
114,-24.972195461007885
115,156.91807681477943
116,1.8822806738752975
117,-1.7472715141674886
118,25.373524131804775
119,134.6605009654593
120,-11.166761189944662
121,96.48368713055221
122,74.67022115666826
123,-19.505631931830422
124,9.805434299592395
125,39.17697226606232
126,1.1323692533388945
127,-6.438038076116508
128,49.420620775224464
129,7.634336375971664
130,32.35077624321207
131,-14.492473483932669
132,1.0124290244673446
133,14.37938888597255
134,-7.66889841546162
135,24.666951749040074
136,24.4957508150378
137,7.239033510824808
138,132.1057557840757
139,-7.628007407960562
140,68.32312344648847
141,60.89228635679889
142,185.25235903533698
143,17.409716489133338
144,28.479616249537095
145,16.913842982066072
146,-14.553398988264146
147,35.947359667437695
148,35.212374589483964
149,110.6732400817976
150,98.38136320152888
151,41.69956946819768
152,-7.0909843101418994
153,-6.017474903155325
154,20.155492200812784
155,124.98895884812508
156,114.59626068079498
157,99.9511259371478
158,122.61437915676345
159,58.11382890773376
160,86.05013615773395
161,-29.56454395812702
162,20.494411653234668
163,198.4110270238093
164,-45.9355586745791
165,13.15158765206915
166,195.56503275782381
167,144.3902325825381
168,162.0279493697649
169,199.20457655619236
170,129.78520410468496
171,191.95033030740677
172,193.60472256380314
173,168.71775865274742
174,127.84381041884541
175,201.03938809292987
176,244.69155194763027
177,196.12935806479305
178,205.26681598321102
179,183.4520593646134
180,200.09538432161182
181,165.91318608105055
182,183.06407866967908
183,145.81391379148417
184,211.19306937115311
185,-59.91163997045605
186,253.4479152206197
187,197.08090737714824
188,229.68302610415813
189,204.64767240537924
190,216.18038511403367
191,198.5081513899446
192,-71.26330748581707
193,177.38144405832088
194,205.90313086261088
195,-30.75005316378847
196,220.1855375107213
197,184.69531758390661
198,-33.246957902395245
199,63.313106044226316
200,57.85292378236705
201,-72.30340212133558
202,170.97032740625968
203,157.37038347667186
204,231.44980681130914
205,-15.296048932949965
206,-44.74204147059213
207,108.48506837054609
208,181.0842966534866
209,149.4508512772601
210,142.60020257856337
211,167.70079057404286
212,167.31829714159193
213,117.94155120459759
214,196.95707177358958
215,216.49100863604053
216,222.911435702659
217,190.87648572269376
218,228.82142446484087
219,215.31745935043432
220,216.06383205567832
221,199.40374492786225
222,219.09104362752424
223,200.65924204843174
224,108.19496642351308
225,186.2747143128812
226,190.85240999410746
227,176.28503286724856
228,113.51133711385168
229,161.97700275036635
230,187.06655300048692
231,227.10878223955558
232,231.53359447450217
233,206.6854690760608
234,154.26043208062782
235,206.23805187806929
236,189.46758548090398
237,189.23259129389982
238,222.39487468167567
239,185.89624571255402
240,170.23147634122245
241,234.24073522301023
242,32.88162661859858
243,219.3081261388877
244,176.79318438691024
245,192.080314352674
246,198.16493231176196
247,271.15478176614613
248,204.58322267602426
249,157.00208075434097
250,181.61188028762624
251,211.79605804494076
252,228.5372978759852
253,269.1644778338152
254,-13.127613188347198
255,200.47008642419138
256,177.1152328179092
257,209.74868016582212
258,257.54446333707625
259,276.60467142326905
260,205.60035383440402
261,152.28870461249113
262,237.2904434182392
263,182.19250983987524
264,219.56761694414246
265,144.5336283297867
266,166.14702667966986
267,268.6554699839953
268,199.90520365520484
269,264.2916268393729
270,5.9688450659674
271,240.56589855678314
272,173.55745762348954
273,205.3949594679487
274,178.2535343138607
275,200.72897481376665
276,-46.023242322893154
277,189.43270865714527
278,172.58369911036283
279,189.45589071896453
280,266.1006766345757
281,178.3311168519511
282,203.74995500929302
283,183.62446155623144
284,228.40797335757085
285,236.81440332482345
286,-36.88555225821746
287,252.97840911509763
288,254.46203992381078
289,207.51623456112108
290,239.0694166771692
291,227.39324522622078
292,164.9191575859674
293,174.77290406634947
294,170.74476873976684
295,258.68457633852086
296,-25.297554737496213
297,248.03752622138606
298,221.94828650965047
299,175.23081257996876
300,213.91763996208897
301,267.310923525059
302,15.798207508819559
303,-70.51017709397236
304,271.025145676977
305,191.37476684366925
306,218.61047371432647
307,162.79946704904546
308,192.77733823742656
309,209.1577032483591
310,271.94580668856906
311,187.35848062968196
312,180.01120013554544
313,204.95191066750402
314,-5.352052022257055
315,229.72266267714016
316,224.22729664899998
317,-77.44039521686213
318,190.38168468097734
319,193.11512420594138
320,239.64708057477188
321,248.1198576023016
322,232.11813136564126
323,238.2874711916727
324,163.66672682912187
325,213.64929278027955
326,233.65622504600992
327,198.9060475892869
328,270.0103312581749
329,183.14550951578428
330,235.5048519704554
331,178.8004396464118
332,184.07404828775006
333,193.68582471037783
334,211.97834315580403
335,174.62700388356123
336,235.0531182232352
337,227.08959484124583
338,231.06242996861417
339,255.6876122464921
340,233.06140172903056
341,279.6894578113677
342,206.45081632857742
343,227.47804139003676
344,199.37524280498587
345,182.9980320687533
346,161.5138531857969
347,230.61698033771273
348,287.26386493599284
349,220.20768150427836
350,248.8461314085679
351,252.24220733028662
352,262.2645089293083
353,213.08143988842647
354,237.49141100459556
355,230.3092010558919
356,179.10692502181968
357,243.92938888956323
358,248.80963219185296
359,204.0991285143491
360,250.98385146008374
361,229.33156473746018
362,168.4476527293434
363,240.84944517607912
364,252.34508824350988
365,240.9974757672406
366,260.46102935007696
367,228.49738452837303
368,232.28476931765107
369,212.61581158962832
370,253.50434252870116
371,237.62918031784562
372,200.02633812140434
373,202.40894758381097
374,252.1599350698065
375,222.02616402548745
376,216.73863380506384
377,215.90089558926758
378,93.45321186115702
379,299.298130576042
380,183.69952897679087
381,212.61905291340275
382,9.411042152093387
383,254.98694619514725
384,206.26705512899736
385,247.60126486455337
386,186.2625646143668
387,291.2830463099801
388,217.03919708298315
389,267.9519064475604
390,213.89737216614026
391,132.42155381228807
392,285.81007686235307
393,231.61638255886743
394,260.3083648487393
395,261.09023190415843
396,190.53413096888994
397,277.8481868366231
398,203.11052264180793
399,273.94520141041664
400,217.95514400409357
401,284.99654346914417
402,185.4728594502252
403,240.50989886029214
404,239.36028207852704
405,-11.152427377919437
406,-11.495964641144198
407,182.666319080045
408,245.1255053666429
409,187.41927136315365
410,233.9754255765101
411,283.15137096651915
412,224.48441109285864
413,225.66238012269014
414,205.7976678049185
415,230.62620541331563
416,236.04742480552423
417,95.61891908368369
418,283.5933067015058
419,208.96670963601088
420,228.3943965169197
421,206.21811261162446
422,207.30633648385557
423,226.32938394743192
424,190.1049465023549
425,229.76900381936727
426,264.8882555748763
427,218.87122485477943
428,226.89117927191197
429,232.45863898224928
430,208.93662029657133
431,129.11814544010767
432,244.73618657488097
433,232.61454362022639
434,253.8414954039004
435,209.23975035013842
436,213.57886815176983
437,255.0158346104903
438,207.68187077021375
439,249.2893648897343
440,290.52943527446797
441,267.3822665665453
442,235.4717754976702
443,188.640592523708
444,208.6265335721693
445,186.20766021655658
446,209.6475860877796
447,214.52390720304479
448,246.13469551965096
449,275.52572594890364
450,249.7293929278914
451,189.90903856231168
452,215.5640642833809
453,189.54181781668711
454,275.4214619321723
455,209.25010107442114
456,225.41323618749598
457,236.70266191463983
458,198.84959114212717
459,229.94088701324287
460,146.03659321125
461,266.15568834364547
462,241.9225486915271
463,221.34609503001894
464,192.57377550870575
465,201.2115707941453
466,202.25674456326823
467,255.7504392755984
468,181.69143010167386
469,253.22922849872288
470,280.30875275223354
471,194.34859185107175
472,212.94639254178628
473,273.14801264397397
474,293.21472399717345
475,235.94757300673095
476,196.29263676647352
477,224.10967812697584
478,222.42873174543337
479,253.17499857549103
480,231.6075452273955
481,212.27304491499933
482,211.64132556072843
483,277.02305514630166
484,242.6231946542803
485,205.32471863728375
486,282.4585764476856
487,200.17438547496812
488,208.86977482298693
489,229.23416647658863
490,203.40790448730277
491,231.02361237479323
492,277.3395983230564
493,248.6680657724832
494,236.7894223081788
495,239.3158469046525
496,283.2292020075722
497,254.57488337168425
498,218.1108544704517
499,214.40057734822665
500,226.36514252286486
