Episode,Cumulative Reward
1,-63.320806801453585
2,-361.5493499177988
3,-269.08957316395
4,-342.48809404620306
5,-69.61786822968043
6,-36.18193967313724
7,-235.7681184598865
8,-183.60967415647775
9,-74.2242853441885
10,-22.76643385594359
11,-71.54711976282947
12,-51.977159322499254
13,-25.389123235448267
14,-156.04000175119722
15,-167.2529501525892
16,-151.80292714387485
17,-97.58077320461591
18,-78.34593499268634
19,-144.59353416492397
20,-193.34905276476923
21,-18.05580029297323
22,-95.10817289096711
23,-33.02294820168185
24,-66.68460464310634
25,-124.87487931958908
26,-26.768659317241383
27,-18.28232601818917
28,-23.26918498311523
29,-100.22804399711258
30,-174.78023603112825
31,-58.53129162074822
32,-58.88146204984897
33,172.79736343487414
34,-23.057651986396372
35,-186.346744792136
36,-67.45003140437917
37,6.4350799230459215
38,-125.77777401209322
39,200.90427392814132
40,-89.71136771877356
41,-42.82997539961094
42,-43.027845426491886
43,-5.1874531672146755
44,-22.643976233113985
45,-106.32278164688127
46,-92.61298743857841
47,-53.170463198779444
48,-34.43826185466305
49,-72.57183194597067
50,-73.28727122809462
51,290.4524678372919
52,-21.364491001338344
53,-163.69706131182988
54,-45.45004889312117
55,-187.8341166656782
56,-93.28080757253561
57,-91.82987055174357
58,-96.18701192345378
59,-50.593611589346004
60,-90.51042570475929
61,-38.112555291314145
62,-14.719902511999035
63,-89.01532505910417
64,-55.427896779582134
65,-6.092432662353289
66,-42.17478066311986
67,149.59867981576605
68,134.83699020134125
69,-37.33292768293734
70,186.9193694235493
71,-31.863428058902926
72,-95.91262470074896
73,105.25420217413478
74,-90.32361019849009
75,-54.92346624015351
76,-80.59981920945502
77,129.78716700545723
78,271.19141199897865
79,-65.30137756998431
80,140.60713349393475
81,250.44012595759236
82,-65.23587424344325
83,236.14986557472452
84,-82.80361525874943
85,-6.7154286358238116
86,-129.22768194300414
87,210.29583739563972
88,-13.576821053938987
89,-91.4731566154777
90,-84.62003390741891
91,-70.69776613240782
92,185.0118691894042
93,-94.83184240004468
94,235.0858854598872
95,108.19182244436372
96,240.87217666687314
97,-83.77552157545334
98,262.5046578673619
99,-75.2846332604401
100,270.135614527079
101,-68.5587342529938
102,82.82424477608797
103,-51.438124946750015
104,-19.890781554001343
105,230.64249230597105
106,200.71630672526595
107,-78.21187386331096
108,-89.20941782756059
109,-66.82548319718629
110,71.71945894849713
111,252.63595096180424
112,237.67426462355408
113,-77.66378862470665
114,-71.50610838741744
115,-67.74686560731398
116,182.32170677852304
117,155.73217991493397
118,-87.15698820765536
119,-5.2696981434627475
120,127.69353291565443
121,-79.50125152293957
122,190.08947885621237
123,-58.02197229510389
124,-83.45190554965154
125,-83.00831191933113
126,-56.156503905173864
127,174.76170917087356
128,174.20726105683855
129,225.13972320872597
130,222.85283192673086
131,-80.04773957264568
132,189.63162809363058
133,72.80754468710505
134,195.0404161003405
135,234.40570373647805
136,195.0671553710395
137,200.53594877645702
138,138.9043253564003
139,223.48881014561974
140,197.09021154286438
141,199.85412721543332
142,-40.671155817301
143,184.39350544522176
144,-23.094589874707907
145,148.8369673023853
146,129.45733221876648
147,258.1184124881595
148,200.2768500784431
149,253.6282509806952
150,172.23570448688153
151,229.47771385359107
152,209.13635286722572
153,181.6854368646409
154,229.32771567357696
155,180.04082272273592
156,230.4944878012467
157,198.03270265564606
158,242.68852272873517
159,215.68829343851203
160,-24.472083830170064
161,208.08574423588985
162,225.39499510616855
163,186.9271705995585
164,-2.8687115351560366
165,-18.33560857468011
166,155.15474516046245
167,204.36183740235305
168,196.00341383989667
169,216.6926147825115
170,279.20108558523924
171,197.20213270852796
172,266.65159808277247
173,-25.558619663798353
174,198.25001181241961
175,2.0038919258179053
176,238.72324573912834
177,116.46132066916769
178,-11.712205838238251
179,250.8226693543791
180,293.01064848021656
181,209.83050900125733
182,274.5014721584918
183,156.84346185989605
184,287.31615817487807
185,281.09040409147417
186,246.4562853705625
187,254.79144467946796
188,251.72929427022387
189,178.39644178600867
190,131.29050822573728
191,-20.827605953828883
192,280.95715030998883
193,236.55378252531486
194,226.22992451898642
195,243.5555837810877
196,16.307409106980614
197,18.867168049019423
198,277.80211762957015
199,207.32530356734202
200,238.56326771880538
201,150.04811581836015
202,220.41845037722555
203,260.0706643035396
204,232.05520214652262
205,9.979259327265735
206,185.38256690935407
207,266.1376461769006
208,229.83184072683665
209,233.8946574416558
210,136.61338872185303
211,120.93085284585398
212,220.44190116060258
213,249.80821513881355
214,232.41420222888485
215,229.58546067927918
216,236.29358107397343
217,266.40408421943766
218,239.07160077128526
219,234.78412253470145
220,271.6146548480846
221,195.68156507034624
222,243.62498514533954
223,267.7656964023714
224,216.88471058278566
225,275.6073581752135
226,271.0282822141984
227,263.77726834972583
228,134.92969467290462
229,200.7324820402774
230,232.9664701375024
231,135.21867163348634
232,-175.26928406692187
233,240.28499925256475
234,37.942602672690356
235,290.527405097381
236,187.00815118698466
