Episode,Cumulative Reward
1,-118.51444877596323
2,-386.55295672294073
3,-296.2771289675553
4,-310.3033957358706
5,-95.07235674445121
6,-40.86356207766818
7,2.1550066610673184
8,13.947114391653102
9,13.035180779230018
10,-145.55593157429755
11,-177.07486282483632
12,-82.44692235515608
13,-102.72557153978958
14,-143.57921816032894
15,-139.26000144168077
16,-139.0821560684039
17,-118.86809373489083
18,-90.98228683256683
19,-140.26194757666042
20,-50.676067824408214
21,-40.20626948781561
22,-153.08257325662623
23,-56.001137610691245
24,27.57576909218976
25,-141.1027071761556
26,-92.4161824404248
27,-105.20884306815698
28,-11.569556553820433
29,2.0125174534180275
30,217.75198193161637
31,-64.461419952474
32,-146.77944997584987
33,-25.27248287641443
34,-50.81006273785092
35,200.8552182821055
36,-118.6057954479078
37,-48.069525287541154
38,-86.10523891492828
39,-64.42612914938262
40,-30.782113194792746
41,-122.45106882154627
42,-99.5964469694939
43,-21.3443491124213
44,270.27869598064035
45,-46.57566556312161
46,-102.00333274234842
47,-45.579666869791815
48,-54.37542444356016
49,-36.24323438400807
50,5.74284393911724
51,-50.69221611575104
52,233.31663869739637
53,131.5108065981125
54,149.70054888416178
55,10.049815846474395
56,37.5340378435057
57,1.350494243349175
58,-13.046512025903368
59,-3.3006029988068946
60,-23.825791589382007
61,3.8265697302575035
62,145.26059050936158
63,187.6521388281128
64,276.2070637301979
65,-152.4554201754333
66,7.73322730493918
67,279.5998159117006
68,286.7383404221489
69,219.28257828537016
70,8.67753628738185
71,-18.217891220240553
72,157.7712001612282
73,-21.56408244353013
74,238.17956719405345
75,47.50267804582757
76,-7.646856290658163
77,10.071821130236684
78,205.95058343139647
79,-8.750642994111587
80,177.80131540206247
81,16.314997336521927
82,-11.991185618537642
83,-21.52621054747361
84,-23.167033408795977
85,256.2637671165021
86,-18.886459304061304
87,209.89737709322497
88,-18.800566382687787
89,7.663508590470872
90,-55.96290608086527
91,202.14712074331192
92,78.58401261670294
93,253.80869250559087
94,184.88457089763094
95,172.59042139991865
96,256.58781229341145
97,218.12346094516278
98,206.32177117448143
99,199.12569843921716
100,120.91822781792762
101,228.56303068211201
102,-88.14643886668429
103,252.20060799532803
104,55.25391411869252
105,-139.61385224540635
106,157.277487928523
107,-77.41270583435303
108,216.0465081057547
109,-35.420969656870206
110,236.87891412748772
111,6.671747472037762
112,-37.29660565915083
113,4.385817902807672
114,178.7994571727064
115,-22.76220379886187
116,-62.511859367547686
117,-15.652845804179993
118,-74.62953873992541
119,-6.713141554284255
120,-16.058605648024884
121,-31.01573835421868
122,-34.32144496979214
123,-19.65595594762707
124,-0.7269797457586269
125,2.448683837517587
126,17.961510507179383
127,-2.673502749866266
128,-12.604592935849919
129,161.81710468066152
130,-8.716193618347582
131,-2.2206789050946796
132,23.9015515926987
133,-17.051678220775827
134,14.879986757883882
135,1.1429502241995735
136,-0.11337753526098227
137,-24.53557674664616
138,-5.408710873375442
139,16.70646134720392
140,28.852240788315044
141,19.283803677862366
142,-8.30878107827109
143,-18.581808699547167
144,10.003317980925882
145,-18.65543384684187
146,190.00524423317478
147,42.19489685786462
148,211.56375730106433
149,203.6307259624898
150,2.173811319115112
151,-38.94891208376773
152,-5.907294737339624
153,31.07775467398112
154,121.84566667799658
155,18.08473921111201
156,22.684043359926633
157,0.40987443237029697
158,4.512060644506834
159,-7.0797662940751405
160,-6.513431146899945
161,-11.589966826171318
162,21.076547358833626
163,-39.630056103816315
164,21.575648707425437
165,125.85867752358519
166,166.44660004005502
167,148.23242212595335
168,35.68278653332982
169,134.25449811931054
170,151.24111659256656
171,180.7831247324434
172,226.83580654185147
173,197.7121446552821
174,19.610135021975363
175,207.9304590672918
176,16.44461282846438
177,213.6426108830974
178,151.91247133651873
179,155.49837514254858
180,164.0509423129997
181,195.75895912194238
182,137.9772722557611
183,200.74402709475015
184,262.7104230168569
185,244.83323370699935
186,174.6403131686638
187,248.0833191495095
188,182.45173370251354
189,102.11410089435252
190,235.8957939644348
191,229.54769708285602
192,241.2672915331564
193,242.9788886947013
194,1.7707207813580634
195,163.125379163394
196,190.81834275902474
197,272.19196039002253
198,182.95009548849032
199,228.9730290909456
200,284.66548592164116
201,277.7507744046893
202,239.16319468152787
203,204.98812571709803
204,263.32782246448267
205,231.32064543112716
206,221.2395056727088
207,167.90226327848166
208,184.33908107122588
209,286.6370694753481
210,242.3196805933909
211,134.8913318315937
212,160.35505444126716
213,191.83309112280466
214,213.36999389388427
215,-23.27598169491209
216,187.70038945143278
217,214.0735311461424
218,222.1039760308865
219,229.4708744090235
220,190.32171434078464
221,211.0681560690108
222,243.9174930520562
223,259.8895348270953
224,209.41521927840012
225,214.71163344753637
226,227.75835634970963
227,106.65736457921992
228,189.84355489215253
229,223.5336288955905
230,223.34838101887618
231,157.72530971243015
232,171.93692542981518
233,118.53655525616799
234,197.08323047743067
235,177.95967380917077
236,79.24099842737414
237,211.5393736596225
238,-11.542143028802478
239,225.96571595355016
240,184.24630982450896
241,131.47411361021994
242,179.80458424872802
243,167.18607735034243
244,195.9525131421489
245,142.42064839617257
246,164.05622323636516
247,-0.2578288403594442
248,171.8592833801768
249,148.23192537734707
250,182.54297084342926
251,173.71118707342038
252,22.587298930218093
253,219.70435194116354
254,229.2220686497229
255,174.4163010857761
256,218.6314262019601
257,218.44141556336479
258,245.28024672064421
259,190.65244597543744
260,194.72254806358703
261,203.28496225344867
262,185.88162207410454
263,122.66906185884538
264,205.06723607421094
265,167.4190080232968
266,221.53781607219375
267,191.42036071708787
268,223.3407450260355
269,71.36405053605542
270,232.36935014984653
271,146.72255632565984
272,220.664058132876
273,187.10909859021217
274,211.94135390910066
275,214.4494453912094
276,212.0070937542355
277,99.60365462404006
278,156.80701764528794
279,115.20448441562613
280,213.35154503352632
281,214.65343871276818
282,227.50224526371704
283,205.34357107579896
284,198.40755279399593
285,233.2324767609801
286,221.51227632898406
287,197.02846236031476
288,236.73374054180985
289,264.09032388942455
290,241.44096804866953
291,237.04981381076414
292,146.04041072159004
293,236.06326486951835
294,247.6240541112194
295,265.8961376738637
296,-11.985416731282145
297,252.81138221317065
298,158.7557917301767
299,189.3174971737914
300,240.26254690835424
301,40.70340421349937
302,209.48138949743793
303,107.34505327418647
304,194.69043514506444
305,241.63010628559323
306,239.57324697465972
307,216.92475244523183
308,169.8084740700015
309,-4.777224018063066
310,177.3669971093803
311,210.9491529900273
312,204.74372534794014
313,206.81699938741667
314,204.4522891095829
315,194.82131779737435
316,205.91499556284057
317,254.70593891946862
318,227.32129107288833
319,266.5984819544895
320,211.60015398350635
321,229.92140481111488
322,235.492151486203
323,227.2661518342808
324,199.52268522180538
325,277.75285072553766
326,178.89465407434187
327,218.8455359270293
328,223.78185395739547
