Episode,Cumulative Reward
1,-99.9104950497218
2,-332.65299055603447
3,-453.8535370559082
4,-375.30017711691767
5,-109.42762292278867
6,-134.23155966864724
7,-210.76330981791708
8,90.16097890451904
9,-109.3327948068111
10,-128.38985863490123
11,-187.87423842302923
12,-136.9527768828327
13,-144.20583998159614
14,-122.85779360826922
15,-111.39971437734195
16,-32.90786542490969
17,-131.5696298233417
18,-87.54637999329644
19,-24.555280942243613
20,-108.7251834156755
21,-100.6280363295183
22,-26.358997890944266
23,-121.4753702965169
24,-51.54878155136488
25,-64.54329686139457
26,-24.909293121622667
27,-131.46621944243552
28,-19.704603641646504
29,-13.091315989779535
30,-39.11200839958176
31,197.4604679176872
32,8.326483394968587
33,205.96644094675733
34,25.29593683318323
35,124.64456276696686
36,-30.16203764155598
37,-224.95577417669324
38,-23.456462639249686
39,-292.88185557352915
40,85.86790664569558
41,95.46486922136484
42,53.68980710124342
43,-28.500055119838745
44,-2.761168891497416
45,-24.123636221538046
46,-26.97244997257493
47,-14.736009521814456
48,49.557133055139914
49,11.009823975928782
50,24.78828825903055
51,-25.917551081670453
52,56.58044961290159
53,-0.7474490355043315
54,31.09882715597774
55,44.24499881748305
56,45.066144551965984
57,-32.522594097624705
58,33.01470793868216
59,8.12294818479217
60,259.5092282584403
61,7.327486004957194
62,67.90152438822903
63,65.89993463009863
64,-31.382012836315738
65,76.36500790111457
66,144.67469954576134
67,122.670943772717
68,149.8293255699965
69,218.02718378425348
70,74.6321497336188
71,26.76828663555208
72,108.09874378610637
73,-72.71780721151853
74,202.7871593378121
75,210.95082970568717
76,0.9701113127975871
77,198.46887378504607
78,83.13271339148937
79,209.8769398456754
80,169.32208072292002
81,-9.891817574150322
82,163.6166618158103
83,137.5880358455841
84,-19.336008778617487
85,199.57654415507685
86,-30.695514704737946
87,5.591532447718681
88,18.24884726546261
89,104.88319281650216
90,-35.04560534898748
91,121.89361479542573
92,-36.57954552426503
93,-75.11598327975437
94,0.4299015252951466
95,2.8580271477265393
96,177.24001205383246
97,73.37740311662127
98,13.079709115939703
99,184.6288728260194
100,-17.77529779463663
101,-20.353619682343655
102,181.276717534307
103,191.01843690912096
104,18.446426694378008
105,273.30168492172356
106,-20.621089735538174
107,216.2306723894862
108,113.2750700463038
109,-37.24389105905661
110,246.03623368070032
111,189.73657943674976
112,149.08048083716395
113,122.74493530073067
114,39.26771747386631
115,254.4678162037818
116,-10.623522814520657
117,199.02329136326375
118,186.48415479233438
119,204.156504627135
120,197.89766399033903
121,228.4599272998871
122,220.10404911013222
123,232.20771844682855
124,223.2542248466681
125,195.58030994376236
126,5.362781326698622
127,203.50938167459464
128,217.1762891740062
129,204.76788493524936
130,269.20895655179754
131,227.8330615967697
132,-54.007936079182045
133,6.571308509849601
134,226.78401179910566
135,225.68729848655278
136,240.5906893865012
137,251.21871665716114
138,235.83787934957653
139,217.81313833455636
140,236.5667367637609
141,225.24619126317066
142,253.9507748841902
143,188.9983566430607
144,232.77038123441167
145,-26.392193691789956
146,241.96655644757087
147,230.2006290238541
148,177.9003538548768
149,206.66341781718296
150,208.48718582577902
151,246.77560689924798
152,189.016357536798
153,220.1636786455831
154,248.75292614141185
155,238.54375560330018
156,244.52261653833486
157,240.67002307788204
158,214.64106985331432
159,281.40406504573446
160,247.29969543733264
161,181.37144357473312
162,269.23676512528743
163,227.58936559372736
164,219.58882293211548
165,229.34634718937878
166,248.95345155705445
167,201.36270003044956
168,243.5645578676705
169,225.63781342694074
170,246.71691974264883
171,298.56117246158567
172,250.4476287577475
173,282.70032837786744
174,189.06790409360465
175,252.21742047123092
176,188.62286108226357
177,226.21762890460863
178,227.55964775453168
179,255.22888435003833
180,255.19595458563825
181,267.97560168405755
182,263.8308351004918
183,44.484046013117194
184,215.41694723560425
185,162.75849621335897
186,266.55643222862966
187,249.92052616508377
188,231.53055604043428
189,242.3907275657956
190,264.48733060336224
191,268.96952449296225
